Mix,Name,Formula,CAS number,inchikey,smiles,[M+H]+,[M+NH4]+,[M+Na]+,[M-H2O+H]+
11,PSEUDO-ANISATIN,C15H22O6,31090-37-6, NOHXYGXFTACADH-VXVUZNDESA-N  ,C[C@@H]1C[C@@H]([C@]2(C13CC(=O)[C@](C2(COC(=O)C3)C)(C)O)O)O  ,299.1489,316.1755,321.1309,281.1384
11,LITHOCHOL-11-ENIC ACID,C24H38O3,No CAS#,FEGCPHIPSRBREU-HVATVPOCSA-N  ,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(C=C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C ,375.2894,392.3159,397.2713,357.2788
11,BROMO-3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE gamma-LACTONE,C19H27BrO4,No CAS#,CWCXONZIEDNVKI-PQBTTZHESA-N  ,CC1(CC2C1CC[C@@]3(CCC4[C@]2(C3)OC(=O)C4CC(=O)O)CBr)C  ,399.1165,416.1431,421.0985,381.106
11,FARNESOL,C15H26O,4602-84-0, CRDAMVZIKSXKFV-YFVJMOTDSA-N  ,CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C,223.2056,240.2322,245.1876,205.1951
11,NEROL,C10H18O,106-25-2,GLZPCOQZEFWAFX-YFHOEESVSA-N , CC(=CCC/C(=C\CO)/C)C  ,155.143,172.1696,177.125,137.1325
11,SOLASODINE,C27H43NO2,126-17-0,KWVISVAMQJWJSZ-VKROHFNGSA-N  ,C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1  ,414.3367,431.3632,436.3186,396.3261
11,AVOCADYNE,C17H32O3,34524-38-4,OHLQBKZXSJYBMK-UHFFFAOYSA-N ,C#CCCCCCCCCCCCC(CC(CO)O)O  ,285.2424,302.269,307.2244,267.2319
11,CAPERATIC ACID,C21H38O7,29227-64-3,HMJJWFFZRCLIDN-UHFFFAOYSA-N  ,CCCCCCCCCCCCCCC(C(=O)O)C(CC(=O)OC)(C(=O)O)O  ,403.269,420.2956,425.251,385.2585
11,NYSTATIN,C14H16N4O3+2,114-90-9,HIGRLDNHDGYWQJ-UHFFFAOYSA-P,C1=C[N+](=CC=C1C=NO)COC[N+]2=CC=C(C=C2)C=NO,289.1295,306.1561,311.1115,271.119
11,AMPHOTERICIN B,C47H73NO17,1397-89-3,APKFDSVGJQXUKY-INPOYWNPSA-N  ,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O  ,924.4951,941.5217,946.4771,906.4846
11,alpha-TOCHOPHEROL,C29H50O2,59-02-9, GVJHHUAWPYXKBD-IEOSBIPESA-N, CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=C1O)C)C ,431.3884,448.4149,453.3703,413.3778
11,ARTENIMOL,C15H24O5,81496-81-3,BJDCWCLMFKKGEE-KDTBHNEXSA-N  ,C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C  ,285.1697,302.1962,307.1516,267.1591
11,AZELAIC ACID,C9H16O4,123-99-9,BDJRBEYXGGNYIS-UHFFFAOYSA-N  ,C(CCCC(=O)O)CCCC(=O)O,189.1121,206.1387,211.0941,171.1016
11,OUABAIN,C29H44O12,"11018-89-6, 630-60-4 [anhydrous]", LPMXVESGRSUGHW-HBYQJFLCSA-N  ,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O  ,585.2906,602.3171,607.2725,567.28
11,CHENODIOL,C24H40O4,474-25-9,RUDATBOHQWOJDD-BSWAIDMHSA-N  ,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C  ,393.2999,410.3265,415.2819,375.2894
11,CHOLECALCIFEROL,C27H44O,67-97-0,QYSXJUFSXHHAJI-YRZJJWOYSA-N  , C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C  ,385.3465,402.373,407.3284,367.3359
11,CHOLESTEROL,C27H46O,57-88-5,HVYWMOMLDIMFJA-DPAQBDIFSA-N, C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C  ,387.3621,404.3887,409.3441,369.3516
11,CAPSAICIN,C18H27NO3,404-86-4,YKPUWZUDDOIDPM-SOFGYWHQSA-N  ,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC  ,306.2064,323.2329,328.1883,288.1958
11,MONENSIN SODIUM (monensin A is shown),C36H62O11,17090-79-8 ,GAOZTHIDHYLHMS-KEOBGNEYSA-N,CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)O)OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C  ,671.4365,688.463,693.4184,653.4259
11,COLFORSIN,C22H34O7,66575-29-9,OHCQJHSOBUTRHG-KGGHGJDLSA-N,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,411.2377,428.2643,433.2197,393.2272
11,MENTHOL(-),C10H20O,1490-04-6,NOOLISFMXDJSKH-UHFFFAOYSA-N ,CC1CCC(C(C1)O)C(C)C,157.1587,174.1852,179.1406,139.1481
11,DOCOSANOL,C22H46O,661-19-8,NOPFSRXAKWQILS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCO,327.3621,344.3887,349.3441,309.3516
11,beta-SITOSTEROL,C29H50O,83-46-5,KZJWDPNRJALLNS-VJSFXXLFSA-N,CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,415.3934,432.42,437.3754,397.3829
11,RETINOL,C20H30O,68-26-8,FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C,287.2369,304.2635,309.2189,269.2264
12,Tomatine,C24H20Cl2N2O3S,86273-92-9,FFZOBTGTWSRRMB-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)CCN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4Cl,487.0644,504.091,509.0464,469.0539
12,Hederacoside C,C59H96O26,No CAS#,RYHDIBJJJRNDSX-MCGLQMIESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)[C@@]45CC[C@@]6(C(=CC[C@H]7[C@]6(CC[C@@H]8[C@@]7(CC[C@@H]([C@@]8(C)CO)O[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)C)C)[C@@H]4CC(CC5)(C)C)C)O)O)O)CO)O)O)O,1221.6263,1238.6528,1243.6082,1203.6157
12,Gitoxin,C41H64O14,4562-36-1,LKRDZKPBAOKJBT-CNPIRKNPSA-N,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(C[C@@H]([C@@H]7C8=CC(=O)OC8)O)O)C)C)C)C)O)O,781.4369,798.4634,803.4188,763.4263
12,Epiandrosterone,C19H30O2,No CAS#,QGXBDMJGAMFCBF-LUJOEAJASA-N,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,291.2319,308.2584,313.2138,273.2213
12,7-Oxocholesterol,C27H44O2,566-28-9,YIKKMWSQVKJCOP-ABXCMAEBSA-N  ,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C,401.3414,418.368,423.3233,383.3308
12,Roccellic Acid,C17H32O4,22139-54-4,CADNMISJDLVPCK-UHFFFAOYSA-N,CCCCCCCCCCCCC(C(C)C(=O)O)C(=O)O,301.2373,318.2639,323.2193,283.2268
12,5Alpha-Cholestan-3Beta-Ol-6-One,C27H46O2,No CAS#,JQMQKOQOLPGBBE-ZNCJEFCDSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,403.3571,420.3836,425.339,385.3465
12,"Dihydroxy (3Alpha,12Alpha)Pregnan-20-One",C21H34O3,No CAS#,QIVOTMOKECOCJC-OKUZHXNBSA-N,CC(=O)C1CCC2C1([C@H](CC3C2CCC4C3(CC[C@H](C4)O)C)O)C,335.2581,352.2846,357.24,317.2475
12,Astragaloside Iv,C41H68O14,84687-43-4,QMNWISYXSJWHRY-YLNUDOOFSA-N,C[C@]12CC[C@@]34C[C@@]35CC[C@@H](C([C@@H]5[C@H](C[C@H]4[C@@]1(C[C@@H]([C@@H]2[C@]6(CC[C@H](O6)C(C)(C)O)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O,785.4682,802.4947,807.4501,767.4576
12,1-Monopalmitin,C19H38O4,542-44-9,QHZLMUACJMDIAE-UHFFFAOYSA-N ,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,331.2843,348.3108,353.2662,313.2737
12,Stigmasterol,C29H48O,No CAS#,HCXVJBMSMIARIN-PHZDYDNGSA-N,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,413.3778,430.4043,435.3597,395.3672
12,3-Nor-3-Oxopanasinsan-6-Ol,C14H22O2,No CAS#,UHRWOVVMQAASAO-UHFFFAOYSA-N,CC1(CC23C1CCC2(C(CCC3=O)O)C)C,223.1693,240.1958,245.1512,205.1587
12,PRASTERONE,C19H28O2,53-43-0,FMGSKLZLMKYGDP-USOAJAOKSA-N,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,289.2162,306.2428,311.1981,271.2056
12,Betulin,C30H50O2,473-98-3,FVWJYYTZTCVBKE-ROUWMTJPSA-N ,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)CO,443.3884,460.4149,465.3703,425.3778
12,LATHOSTEROL,C27H46O,No CAS#,IZVFFXVYBHFIHY-SKCNUYALSA-N,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,387.3621,404.3887,409.3441,369.3516
12,Cedrol,C15H26O,77-53-2,SVURIXNDRWRAFU-OGMFBOKVSA-N,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,223.2056,240.2322,245.1876,205.1951
12,SPERMIDINE,C7H19N3,No CAS#,ATHGHQPFGPMSJY-UHFFFAOYSA-N,C(CCNCCCN)CN,146.1652,163.1917,168.1471,128.1546
12,Ergosterol,C28H46O,57-87-4,BTCAEOLDEYPGGE-LPWCLQGBSA-N,C[C@H](CCC(=C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3C2=CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C,399.3621,416.3887,421.3441,381.3516
12,Lupanyl Acid Hydrochloride,C14H24N2O2,No CAS#,PGJCMAPVGINXEQ-UHFFFAOYSA-N,C1CCN2CC3CC(C2C1)CNC3CCC(=O)O,253.1911,270.2176,275.173,235.1805
12,3-HYDROXY-4-(SUCCIN-2-YL)-CARYOLANE delta-LACTONE,C19H28O4,No CAS#,QKVNMVAISCKGFO-NYWNYWLFSA-N,C[C@@]12CCC3C(CC(=O)O[C@]3(C1)C4CC(C4CC2)(C)C)C(=O)O,321.206,338.2326,343.188,303.1955
12,Phytol,C20H40O,No CAS#,BOTWFXYSPFMFNR-PYDDKJGSSA-N,C[C@@H](CCC[C@@H](C)CCC/C(=C/CO)/C)CCCC(C)C,297.3152,314.3417,319.2971,279.3046
12,2-Hydroxy-5 (6)Epoxy-Tetrahydrocaryophyllene,C15H26O2,No CAS#,KGYCKUADVHYVLM-UHFFFAOYSA-N,CC1(CC2C1CCC3(C(O3)CCC2(C)O)C)C,239.2006,256.2271,261.1825,221.19
12,cis-3-hexenol,C6H12O,928-96-1,UFLHIIWVXFIJGU-ARJAWSKDSA-N,CC/C=C\CCO,101.0961,118.1226,123.078,83.0855
12,Andrograpanin,C20H30O3,82209-74-3,WKKBRRFSRMDTJB-JYBIWHBTSA-N,C[C@]1(CCC[C@@]2([C@@H]1CCC(=C)[C@H]2CCC3=CCOC3=O)C)CO,319.2268,336.2533,341.2087,301.2162
12,Genipin,C11H14O5,6902-77-8,AZKVWQKMDGGDSV-BCMRRPTOSA-N,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1CC=C2CO)O,227.0914,244.1179,249.0733,209.0808
12,Pantolacton,C6H10O3,599-04-2,SERHXTVXHNVDKA-BYPYZUCNSA-N,CC1(COC(=O)[C@@H]1O)C,131.0703,148.0968,153.0522,113.0597
12,Steviol,C20H30O3,471-80-7,QFVOYBUQQBFCRH-VQSWZGCSSA-N,C[C@@]12CCC[C@@]([C@H]1CC[C@]34[C@H]2CC[C@](C3)(C(=C)C4)O)(C)C(=O)O,319.2268,336.2533,341.2087,301.2162
12,Cucurbitacin I,C30H42O7,7/3/22,NISPVUDLMHQFRQ-MKIKIEMVSA-N,C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C=C(C(=O)C4(C)C)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O,515.3003,532.3269,537.2823,497.2898
12,Toddalolactone,C16H20O6,134052-25-8 (Not on pubchem),GLWPLQBQHWYKRK-UHFFFAOYSA-N,CC(C)(C(CC1=C(C=C2C(=C1OC)C=CC(=O)O2)OC)O)O,309.1333,326.1598,331.1152,291.1227
12,monoolein,C21H40O4,111-03-5,RZRNAYUHWVFMIP-KTKRTIGZSA-N,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,357.2999,374.3265,379.2819,339.2894
12,Crocin,C44H64O24,42553-65-1,SEBIKDIMAPSUBY-RTJKDTQDSA-N,C/C(=C\C=C\C=C(\C=C\C=C(\C(=O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)O)O)CO[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)/C)/C)/C=C/C=C(/C(=O)O[C@@H]3O[C@@H]([C@H]([C@@H]([C@H]3O)O)O)CO[C@@H]4O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)CO)\C,977.386,994.4126,999.368,959.3755
12,Cholic Acid,C24H40O5,81-25-4,BHQCQFFYRZLCQQ-OELDTZBJSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,409.2949,426.3214,431.2768,391.2843
12,Gibberellic Acid,C19H22O6,77-06-5,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,347.1489,364.1755,369.1309,329.1384
12,IVERMECTIN,C48H74O14,70288-86-7,AZSNMRSAGSSBNP-KKWNAUQJSA-N,CC[C@H](C)[C@@H]1[C@H](CC[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/C([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C,875.5151,892.5417,897.4971,857.5046
12,2-Hydroxychalcone,C15H12O2,644-78-0,AETKQQBRKSELEL-ZHACJKMWSA-N,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,225.091,242.1176,247.0729,207.0804
12,Abietic acid,C20H30O2,514-10-3,RSWGJHLUYNHPMX-ONCXSQPRSA-N,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,303.2319,320.2584,325.2138,285.2213
12,Arachidic Acid,C20H40O2,506-30-9,VKOBVWXKNCXXDE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCC(=O)O,313.3101,330.3367,335.292,295.2995
12,HYDROCORTISONE,C21H30O5,50-23-7,JYGXADMDTFJGBT-VWUMJDOOSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,363.2166,380.2431,385.1985,345.206
12,Biochanin A,C16H12O5,491-80-5,WUADCCWRTIWANL-UHFFFAOYSA-N,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,285.0757,302.1023,307.0577,267.0652
13,HISTAMINE DIHYDROCHLORIDE,C5H9N3,51-45-6 ,NTYJJOPFIAHURM-UHFFFAOYSA-N,C1=C(NC=N1)CCN,112.0869,129.1135,134.0689,94.0764
13,ADRENALINE BITARTRATE,C13H19NO9,51-42-3,YLXIPWWIOISBDD-NDAAPVSOSA-N,CNC[C@@H](C1=CC(=C(C=C1)O)O)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,334.1133,351.1398,356.0952,316.1027
13,CYCLOSERINE,C3H6N2O2,68-41-7,DYDCUQKUCUHJBH-UWTATZPHSA-N,C1[C@H](C(=O)NO1)N,103.0502,120.0768,125.0321,85.0396
13,BACITRACIN,C66H103N17O16S,1405-87-4,LKOFPXJLQSYAH-UOVOCTAQSA-N,CC[C@H](C)[C@@H]1C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NCCCC[C@@H](C(=O)N[C@@H](C(=O)N1)CCCN)NC(=O)[C@@H]([C@@H](C)CC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CSC(=N2)[C@H]([C@@H](C)CC)N)CC(=O)N)CC(=O)O)CC3=CN=CN3)CC4=CC=CC=C4  ,1422.7562,1439.7828,1444.7382,1404.7457
13,FOLIC ACID,C19H19N7O6,59-30-3,OVBPIULPVIDEAO-LBPRGKRZSA-N,C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,442.147,459.1735,464.1289,424.1364
13,PUROMYCIN HYDROCHLORIDE,C22H29N7O5,53-79-2 ,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O,472.2303,489.2568,494.2122,454.2197
13,ANTIMYCIN A (A1 shown),C28H40N2O9,1397-94-0,UIFFUZWRFRDZJC-SBOOETFBSA-N,CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)[C@H]([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C,549.2807,566.3072,571.2626,531.2701
13,ACTINONIN,C19H35N3O5,13434-13-4,XJLATMLVMSFZBN-VYDXJSESSA-N,CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO,386.2649,403.2915,408.2469,368.2544
13,Pangamic Acid Sodium,C10H19NO8,20858-86-0,ZQTHOIGMSJMBLM-BUJSFMDZSA-N,CN(C)CC(=O)OC[C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O ,282.1183,299.1449,304.1003,264.1078
13,Theanine,C7H14N2O3,3081-61-6,DATAGRPVKZEWHA-YFKPBYRVSA-N ,CCNC(=O)CC[C@@H](C(=O)O)N,175.1077,192.1343,197.0897,157.0972
13,N-Acetylmuramic Acid,C11H19NO8,10597-89-4,SOARVSUSWULNDI-TVVSKHENSA-N,C[C@H](C(=O)O)O[C@H]([C@H](C=O)NC(=O)C)[C@@H]([C@@H](CO)O)O,294.1183,311.1449,316.1003,276.1078
13,L(+/-)-Alliin,C6H11NO3S,556-27-4,XUHLIQGRKRUKPH-ITZCMCNPSA-N,C=CCS(=O)C[C@@H](C(=O)O)N,178.0532,195.0798,200.0352,160.0427
13,Kainic Acid,C10H15NO4,487-79-6,VLSMHEGGTFMBBZ-OOZYFLPDSA-N  ,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O,214.1074,231.1339,236.0893,196.0968
13,Kynurenine,C10H12N2O3,No CAS#,YGPSJZOEDVAXAB-UHFFFAOYSA-N,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,209.0921,226.1186,231.074,191.0815
13,Cellobiose (D[+]),C12H22O11,528-50-7,GUBGYTABKSRVRQ-QRZGKKJRSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,343.1235,360.15,365.1054,325.1129
13,Melibiose,C12H22O11,585-99-9,AYRXSINWFIIFAE-GFRRCQKTSA-N,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O)O)O)O,343.1235,360.15,365.1054,325.1129
13,Kasugamycin Hydrochloride,C14H25N3O9,6980-18-3,PVTHJAPFENJVNC-UQTMRZPGSA-N,C[C@@H]1[C@H](C[C@@H]([C@H](O1)OC2[C@@H]([C@H](C([C@@H]([C@@H]2O)O)O)O)O)N)N=C(C(=O)O)N,380.1664,397.1929,402.1483,362.1558
13,TOBRAMYCIN,C18H37N5O9,32986-56-4,NLVFBUXFDBBNBW-PBSUHMDJSA-N,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,468.2664,485.293,490.2483,450.2558
13,Deoxyadenosine,C10H13N5O3,16373-93-6,OLXZPDWKRNYJJZ-RRKCRQDMSA-N ,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,252.1091,269.1357,274.0911,234.0986
13,INOSITOL,C6H12O6,87-89-8,CDAISMWEOUEBRE-UHFFFAOYSA-N,C1(C(C(C(C(C1O)O)O)O)O)O,181.0707,198.0972,203.0526,163.0601
13,Peoniflorin,C23H28O11,23180-57-6,YKRGDOXKVOZESV-WRJNSLSBSA-N,C[C@]12C[C@@]3([C@@H]4C[C@]1([C@@]4([C@H](O2)O3)COC(=O)C5=CC=CC=C5)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O,481.1704,498.197,503.1524,463.1599
13,CYTIDINE,C9H13N3O5,65-46-3,UHDGCWIWMRVCDJ-XVFCMESISA-N,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,244.0928,261.1193,266.0747,226.0822
13,Diosmin,C28H32O15,520-27-4,GZSOSUNBTXMUFQ-YFAPSIMESA-N,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,609.1814,626.2079,631.1633,591.1708
13,Beta-Escin,C55H86O24,6805-41-0,AXNVHPCVMSNXNP-YSYFQUGBSA-N,C/C=C(\C)/C(=O)OC1[C@@H](C2([C@@H](C[C@@]3(C(=CCC4C3(CCC5C4(CCC([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C2CC1(C)C)C)O)CO)OC(=O)C,1131.5582,1148.5847,1153.5401,1113.5476
13,Glucitol-4-Gucopyanoside,C12H24O11,No CAS#,VQHSOMBJVWLPSR-WELRSGGNSA-N,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,345.1391,362.1657,367.1211,327.1286
13,Geneticin,C20H40N4O10,49863-47-0,BRZYSWJRSDMWLG-DJWUNRQOSA-N,C[C@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)O)O)O,497.2817,514.3083,519.2637,479.2712
13,ADENOSINE,C10H13N5O4,58-61-7,OIRDTQYFTABQOQ-KQYNXXCUSA-N,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,268.104,285.1306,290.086,250.0935
13,DAUNORUBICIN,C27H29NO10,20830-81-3,STQGQHZAVUOBTE-VGBVRHCVSA-N,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)C)O)N)O,528.1864,545.213,550.1684,510.1759
13,Spermine,C10H26N4,71-44-3,PFNFFQXMRSDOHW-UHFFFAOYSA-N,C(CCNCCCN)CNCCCN,203.223,220.2496,225.205,185.2125
13,ERYTHROMYCIN,C37H67NO13,114-07-8,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,734.4685,751.4951,756.4505,716.458
